epoch (ms),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),participant,label,category
2019-01-14 13:57:38.300,-0.322,0.912,0.062,-20.305,16.6465,48.567,C,ohp,heavy
2019-01-14 13:57:38.400,-0.26,0.892,0.091,5.9959999999999996,0.8943333333333333,81.931,C,ohp,heavy
2019-01-14 13:57:38.500,-0.13,0.7125,-0.023,2.0125,32.8965,49.786500000000004,C,ohp,heavy
2019-01-14 13:57:38.600,-0.155,0.675,-0.127,-0.5286666666666665,-5.0,-7.378,C,ohp,heavy
2019-01-14 13:57:38.700,-0.095,0.962,0.043,5.5185,-13.1095,-6.0975,C,ohp,heavy
2019-01-14 13:57:38.800,-0.044,1.081,0.069,-5.162666666666666,-1.5040000000000002,-0.16266666666666665,C,ohp,heavy
2019-01-14 13:57:38.900,-0.0655,0.9355,0.049,-4.2684999999999995,-1.7984999999999998,-5.792999999999999,C,ohp,heavy
2019-01-14 13:57:39.000,-0.073,0.959,0.063,-5.650333333333333,-1.4433333333333334,-9.552999999999999,C,ohp,heavy
2019-01-14 13:57:39.100,-0.11,0.981,0.12,-1.4025000000000003,5.670999999999999,-3.4450000000000003,C,ohp,heavy
2019-01-14 13:57:39.200,-0.104,0.953,0.055,11.280666666666667,-7.479666666666667,0.7519999999999999,C,ohp,heavy
2019-01-14 13:57:39.300,-0.118,0.9715,0.09,5.5485,-3.9939999999999998,0.366,C,ohp,heavy
2019-01-14 13:57:39.400,-0.121,0.963,0.056,0.8333333333333334,-6.036666666666666,-3.1300000000000003,C,ohp,heavy
2019-01-14 13:57:39.500,-0.123,0.926,0.046,-7.744,-2.5305,-17.439,C,ohp,heavy
2019-01-14 13:57:39.600,-0.143,0.889,0.05,-8.617666666666667,-0.6706666666666666,-33.39433333333333,C,ohp,heavy
2019-01-14 13:57:39.700,-0.1835,0.867,0.054000000000000006,2.1035,-13.0485,-37.012,C,ohp,heavy
2019-01-14 13:57:39.800,-0.244,0.87,0.081,5.467666666666666,-10.731666666666667,-36.38233333333333,C,ohp,heavy
2019-01-14 13:57:39.900,-0.279,0.867,0.077,3.9939999999999998,-3.1710000000000003,-34.908500000000004,C,ohp,heavy
2019-01-14 13:57:40.000,-0.348,0.85,0.067,8.536333333333333,-9.715333333333334,-25.325333333333333,C,ohp,heavy
2019-01-14 13:57:40.100,-0.3675,0.841,0.046,14.3295,-9.634,-18.5975,C,ohp,heavy
2019-01-14 13:57:40.200,-0.414,0.834,0.035,10.142333333333333,-14.268,-10.996333333333332,C,ohp,heavy
2019-01-14 13:57:40.300,-0.421,0.802,0.039,5.182499999999999,-11.1585,-2.8965,C,ohp,heavy
2019-01-14 13:57:40.400,-0.412,0.803,0.024,9.654333333333334,-15.894333333333334,13.922666666666666,C,ohp,heavy
2019-01-14 13:57:40.500,-0.422,0.8475,0.069,-10.9145,-28.0185,29.8785,C,ohp,heavy
2019-01-14 13:57:40.600,-0.397,0.939,0.1,-26.036666666666665,-32.41866666666667,42.317,C,ohp,heavy
2019-01-14 13:57:40.700,-0.338,0.963,0.178,-16.5855,-25.3965,60.488,C,ohp,heavy
2019-01-14 13:57:40.800,-0.26,0.996,0.183,-4.552666666666667,-33.556999999999995,67.56099999999999,C,ohp,heavy
2019-01-14 13:57:40.900,-0.11399999999999999,1.0185,0.274,-42.286500000000004,-28.6585,47.8965,C,ohp,heavy
2019-01-14 13:57:41.000,-0.023,1.074,0.359,-41.15866666666667,-15.874,33.638,C,ohp,heavy
2019-01-14 13:57:41.100,0.018,1.08,0.394,-7.8965,-6.7684999999999995,18.232,C,ohp,heavy
2019-01-14 13:57:41.200,0.06,1.09,0.388,37.032666666666664,-15.63,-6.463333333333334,C,ohp,heavy
2019-01-14 13:57:41.300,0.095,1.0015,0.3275,46.25,-17.073,-21.341,C,ohp,heavy
2019-01-14 13:57:41.400,0.066,0.896,0.265,28.475666666666665,-9.451333333333332,-17.174666666666667,C,ohp,heavy
2019-01-14 13:57:41.500,0.048,0.867,0.203,0.5485,-3.7805,-6.9515,C,ohp,heavy
2019-01-14 13:57:41.600,0.032,0.861,0.143,0.4270000000000002,-16.991666666666667,11.829333333333333,C,ohp,heavy
2019-01-14 13:57:41.700,0.0715,1.036,0.10400000000000001,45.061,-33.628,-7.6525,C,ohp,heavy
2019-01-14 13:57:41.800,-0.082,1.575,0.334,39.20733333333333,9.979666666666667,-91.91066666666667,C,ohp,heavy
2019-01-14 13:57:41.900,-0.192,1.416,0.1,25.9755,21.646,-109.20750000000001,C,ohp,heavy
2019-01-14 13:57:42.000,-0.242,1.051,0.051,-13.313,42.35766666666667,-68.47533333333332,C,ohp,heavy
2019-01-14 13:57:42.100,-0.312,0.823,0.026,-24.7865,59.9695,-21.2195,C,ohp,heavy
2019-01-14 13:57:42.200,-0.352,0.797,-0.103,-13.719333333333333,35.73166666666666,8.211333333333334,C,ohp,heavy
2019-01-14 13:57:42.300,-0.365,0.765,0.009,-39.908500000000004,43.689499999999995,4.4515,C,ohp,heavy
2019-01-14 13:57:42.400,-0.378,0.769,0.048,-22.23566666666667,22.866,30.406333333333333,C,ohp,heavy
2019-01-14 13:57:42.500,-0.33499999999999996,0.864,-0.036,6.890000000000001,-3.872,53.567499999999995,C,ohp,heavy
2019-01-14 13:57:42.600,-0.237,0.873,0.039,3.577,0.7316666666666668,65.54899999999999,C,ohp,heavy
2019-01-14 13:57:42.700,-0.131,0.836,0.015,1.4024999999999999,21.006,63.079,C,ohp,heavy
2019-01-14 13:57:42.800,-0.149,0.694,-0.063,5.7316666666666665,5.6706666666666665,9.044333333333332,C,ohp,heavy
2019-01-14 13:57:42.900,-0.1405,0.8425,-0.07200000000000001,-8.079,1.0675,-13.0795,C,ohp,heavy
2019-01-14 13:57:43.000,-0.092,1.043,0.026,-7.073333333333333,9.552999999999999,-3.2113333333333336,C,ohp,heavy
2019-01-14 13:57:43.100,-0.092,0.969,0.004,15.0,-10.427,-4.7565,C,ohp,heavy
2019-01-14 13:57:43.200,-0.102,0.973,-0.026,6.687,-7.947333333333333,-8.557,C,ohp,heavy
2019-01-14 13:57:43.300,-0.125,0.976,0.0015000000000000005,-4.207000000000001,1.4939999999999998,-8.872,C,ohp,heavy
2019-01-14 13:57:43.400,-0.128,0.877,-0.091,10.65,-17.093666666666667,-16.158666666666665,C,ohp,heavy
2019-01-14 13:57:43.500,-0.154,0.834,-0.01,-5.9755,-2.0124999999999997,-39.4815,C,ohp,heavy
2019-01-14 13:57:43.600,-0.174,0.829,-0.04,-4.2683333333333335,-2.5813333333333333,-39.166333333333334,C,ohp,heavy
2019-01-14 13:57:43.700,-0.258,0.89,-0.035,9.2375,2.2560000000000002,-29.299,C,ohp,heavy
2019-01-14 13:57:43.800,-0.347,0.907,-0.068,17.317333333333334,-12.032666666666666,-12.662666666666667,C,ohp,heavy
2019-01-14 13:57:43.900,-0.302,0.796,-0.061,1.585,-11.189499999999999,-21.8295,C,ohp,heavy
2019-01-14 13:57:44.000,-0.312,0.731,-0.064,11.179,-24.593333333333334,-2.9676666666666662,C,ohp,heavy
2019-01-14 13:57:44.100,-0.315,0.8240000000000001,-0.099,30.7315,-74.45100000000001,36.4025,C,ohp,heavy
2019-01-14 13:57:44.200,-0.374,0.936,0.116,-11.239666666666666,-30.284666666666666,32.82533333333333,C,ohp,heavy
2019-01-14 13:57:44.300,-0.321,0.974,0.052,-7.957000000000001,-38.7195,53.201,C,ohp,heavy
2019-01-14 13:57:44.400,-0.209,0.955,0.011,29.593333333333334,-16.463333333333335,69.77633333333334,C,ohp,heavy
2019-01-14 13:57:44.500,-0.10600000000000001,1.0375,0.07450000000000001,-2.4389999999999996,-27.9265,51.494,C,ohp,heavy
2019-01-14 13:57:44.600,0.003,1.11,-0.065,-47.66266666666667,-12.439,57.317,C,ohp,heavy
2019-01-14 13:57:44.700,0.039,1.245,0.07,-56.6465,-2.5909999999999997,34.329,C,ohp,heavy
2019-01-14 13:57:44.800,0.119,1.331,0.144,-18.252,-10.223333333333334,2.3373333333333335,C,ohp,heavy
2019-01-14 13:57:44.900,0.1935,0.9724999999999999,0.185,9.1465,-15.5185,-9.8785,C,ohp,heavy
2019-01-14 13:57:45.000,0.176,0.786,0.173,10.508333333333333,-30.020333333333337,-0.9550000000000001,C,ohp,heavy
2019-01-14 13:57:45.100,0.197,0.914,0.173,15.7015,-20.8535,-15.6405,C,ohp,heavy
2019-01-14 13:57:45.200,0.179,1.082,0.208,3.933,-1.128,-10.6095,C,ohp,heavy
2019-01-14 14:01:40.100,-0.037,-0.854,0.271,-45.244,-3.567,-6.7989999999999995,C,row,medium
2019-01-14 14:01:40.200,-0.046,-0.903,0.217,-56.077333333333335,-8.638333333333334,-12.215333333333334,C,row,medium
2019-01-14 14:01:40.300,-0.039,-0.865,0.131,-56.738,-7.8355,-6.524000000000001,C,row,medium
2019-01-14 14:01:40.400,0.004,-0.9305,0.053,-37.886,-2.561,1.3006666666666666,C,row,medium
2019-01-14 14:01:40.500,-0.033,-1.042,-0.015,-21.768,-3.8415,0.3655,C,row,medium
2019-01-14 14:01:40.600,-0.017,-1.053,-0.042,-7.418666666666667,-6.991666666666667,1.321,C,row,medium
2019-01-14 14:01:40.700,-0.02,-1.04,-0.043,-0.18299999999999994,-1.9205,1.4024999999999999,C,row,medium
2019-01-14 14:01:40.800,-0.0295,-1.089,-0.059,5.955333333333333,3.374,4.288666666666667,C,row,medium
2019-01-14 14:01:40.900,-0.034,-1.118,-0.069,10.3965,-0.15249999999999986,4.7865,C,row,medium
2019-01-14 14:01:41.000,-0.025,-1.199,-0.078,10.0,1.301,4.288333333333333,C,row,medium
2019-01-14 14:01:41.100,-0.065,-1.36,-0.106,13.6285,-9.0855,-7.0425,C,row,medium
2019-01-14 14:01:41.200,-0.04,-1.481,-0.1055,20.121666666666666,-13.496,-27.175,C,row,medium
2019-01-14 14:01:41.300,0.078,-1.422,-0.095,44.634,-30.4265,-30.671,C,row,medium
2019-01-14 14:01:41.400,0.114,-1.322,0.034,39.634,-37.37833333333333,-44.227666666666664,C,row,medium
2019-01-14 14:01:41.500,0.188,-1.124,0.163,30.732,-34.664500000000004,-19.512,C,row,medium
2019-01-14 14:01:41.600,0.16,-0.5165,0.16699999999999998,20.772666666666666,-15.711333333333334,11.585666666666667,C,row,medium
2019-01-14 14:01:41.700,0.007,-0.029,0.231,3.3229999999999995,-11.4025,-10.122,C,row,medium
2019-01-14 14:01:41.800,0.145,-0.39,0.124,-7.398333333333333,18.76033333333333,18.13,C,row,medium
2019-01-14 14:01:41.900,0.182,-0.858,0.225,-36.585499999999996,16.067,26.921,C,row,medium
2019-01-14 14:01:42.000,0.142,-1.096,0.1765,-46.54466666666667,12.418666666666667,26.707333333333334,C,row,medium
2019-01-14 14:01:42.100,0.068,-1.14,0.047,-33.170500000000004,8.628,18.445,C,row,medium
2019-01-14 14:01:42.200,0.001,-1.123,0.019,-12.987666666666668,4.390333333333333,10.040666666666667,C,row,medium
2019-01-14 14:01:42.300,0.008,-1.068,-0.005,-0.8535,0.8839999999999999,14.4815,C,row,medium
2019-01-14 14:01:42.400,-0.015,-1.169,-0.024,3.760333333333333,8.231666666666667,7.744,C,row,medium
2019-01-14 14:01:42.500,-0.022,-1.468,-0.066,14.329,3.4450000000000003,-2.866,C,row,medium
2019-01-14 14:01:42.600,-0.032,-1.58,-0.086,39.532666666666664,-14.715333333333334,-20.87366666666667,C,row,medium
2019-01-14 14:01:42.700,0.053,-1.511,0.006,55.305,-19.665,-40.0305,C,row,medium
2019-01-14 14:01:42.800,0.14,-1.167,0.153,37.66266666666667,-28.394333333333332,-25.548666666666666,C,row,medium
2019-01-14 14:01:42.900,0.125,-0.487,0.151,16.951,-21.25,25.396,C,row,medium
2019-01-14 14:01:43.000,0.0,-0.07,0.22,-6.422999999999999,-12.357666666666667,-2.439,C,row,medium
2019-01-14 14:01:43.100,0.036,-0.249,0.133,-11.738,14.4815,5.396000000000001,C,row,medium
2019-01-14 14:01:43.200,0.128,-0.844,0.192,-35.85366666666667,17.358,18.780666666666665,C,row,medium
2019-01-14 14:01:43.300,0.121,-1.096,0.144,-48.049,7.3475,25.2435,C,row,medium
2019-01-14 14:01:43.400,0.095,-1.127,0.088,-42.093333333333334,8.536666666666667,27.012333333333334,C,row,medium
2019-01-14 14:01:43.500,0.004,-1.151,-0.017,-23.0485,1.9815,16.7075,C,row,medium
2019-01-14 14:01:43.600,-0.0115,-1.162,-0.05,-3.313,7.256,1.7276666666666667,C,row,medium
2019-01-14 14:01:43.700,-0.024,-1.272,-0.069,8.354,7.4695,-2.2560000000000002,C,row,medium
2019-01-14 14:01:43.800,-0.034,-1.416,-0.081,10.020333333333333,8.089333333333334,-9.634,C,row,medium
2019-01-14 14:01:43.900,0.033,-1.471,-0.086,28.689,14.3905,-19.329,C,row,medium
2019-01-14 14:01:44.000,0.035500000000000004,-1.384,-0.0415,57.886,-15.081333333333333,-35.87366666666667,C,row,medium
2019-01-14 14:01:44.100,0.139,-1.156,0.134,44.878,-31.0365,-32.5305,C,row,medium
2019-01-14 14:01:44.200,0.196,-0.899,0.243,10.650666666666666,-22.296666666666667,-8.211333333333334,C,row,medium
2019-01-14 14:01:44.300,0.136,-0.574,0.159,4.0245,-17.7745,26.0975,C,row,medium
2019-01-14 14:01:44.400,0.0315,-0.158,0.14900000000000002,-2.5,-6.666666666666667,-1.2196666666666667,C,row,medium
2019-01-14 14:01:44.500,0.146,-0.699,0.163,-20.2745,9.207,7.317,C,row,medium
2019-01-14 14:01:44.600,0.176,-1.079,0.174,-38.17066666666667,8.943,27.37833333333333,C,row,medium
2019-01-14 14:01:44.700,0.108,-1.131,0.147,-43.658500000000004,10.6705,28.262,C,row,medium
2019-01-14 14:01:44.800,0.0565,-1.1555,-0.008,-24.064999999999998,8.394333333333334,19.004,C,row,medium
2019-01-14 14:01:44.900,0.041,-1.138,-0.012,-10.0305,5.4575,12.073,C,row,medium
2019-01-14 14:01:45.000,0.004,-1.192,-0.065,8.13,5.7316666666666665,0.38599999999999984,C,row,medium
2019-01-14 14:01:45.100,-0.009,-1.323,-0.082,17.4085,-3.4145,-9.0245,C,row,medium
2019-01-14 14:01:45.200,0.0165,-1.4905,-0.06,30.081333333333333,-10.426666666666668,-28.882,C,row,medium
2019-01-14 14:01:45.300,0.117,-1.391,0.004,51.036500000000004,-17.378,-31.9815,C,row,medium
2019-01-14 14:01:45.400,0.179,-1.233,0.143,39.410333333333334,-14.512,-20.284666666666666,C,row,medium
2019-01-14 14:01:45.500,0.242,-1.055,0.189,16.8595,-7.439,8.171,C,row,medium
2019-01-14 14:01:45.600,0.0905,-0.535,0.20350000000000001,13.821,-9.431,29.552999999999997,C,row,medium
2019-01-14 14:01:45.700,0.012,-0.127,0.144,10.7315,-16.951,-3.4760000000000004,C,row,medium
2019-01-14 14:01:45.800,0.09,-0.482,0.157,-9.166666666666666,-2.3373333333333335,-5.7316666666666665,C,row,medium
2019-01-14 14:01:45.900,0.131,-0.88,0.233,-42.835499999999996,10.183,2.439,C,row,medium
2019-01-14 14:01:46.000,0.14250000000000002,-1.087,0.186,-50.95533333333333,6.483666666666667,19.553,C,row,medium
2019-01-14 14:01:46.100,0.064,-1.125,0.082,-43.3845,7.957000000000001,25.762,C,row,medium
2019-01-14 14:01:46.200,0.057,-1.078,-0.016,-24.715333333333334,2.1340000000000003,34.187000000000005,C,row,medium
2019-01-14 14:01:46.300,-0.017,-1.124,-0.02,-8.049,3.9025,10.9145,C,row,medium
2019-01-14 14:01:46.400,-0.0505,-1.2335,-0.069,11.361666666666666,0.8333333333333334,4.0040000000000004,C,row,medium
2019-01-14 14:01:46.500,-0.059,-1.416,-0.072,18.872,-0.488,-10.9755,C,row,medium
2019-01-14 14:01:46.600,-0.038,-1.482,-0.103,34.77633333333333,-13.292666666666667,-24.89833333333333,C,row,medium
2019-01-14 14:01:46.700,0.012,-1.417,-0.047,49.207499999999996,-23.2315,-25.244,C,row,medium
2019-01-14 14:01:46.800,0.1175,-1.1840000000000002,0.128,33.65866666666667,-17.418666666666667,-34.08566666666667,C,row,medium
2019-01-14 14:01:46.900,0.168,-0.977,0.219,18.262,-2.5305,-13.3535,C,row,medium
2019-01-14 14:01:47.000,0.129,-0.694,0.211,0.8536666666666667,-7.825333333333333,15.345666666666666,C,row,medium
2019-01-14 14:01:47.100,0.047,-0.255,0.151,2.6830000000000003,-13.1095,-1.3719999999999999,C,row,medium
2019-01-14 14:01:47.200,0.092,-0.4265,0.186,-3.3943333333333334,8.679,6.544999999999999,C,row,medium
2019-01-14 14:01:47.300,0.126,-0.966,0.245,-33.445,13.201,19.116,C,row,medium
2019-01-14 14:01:47.400,0.11,-1.071,0.175,-44.166333333333334,9.552999999999999,25.731666666666666,C,row,medium
2019-01-14 14:01:47.500,0.073,-1.125,0.134,-52.805,17.7135,30.7015,C,row,medium
2019-01-14 14:01:47.600,0.005500000000000001,-1.1495,-0.037000000000000005,-21.971666666666668,0.8333333333333334,23.232,C,row,medium
2019-01-14 14:01:47.700,-0.095,-1.165,-0.094,5.670999999999999,-6.890499999999999,6.311,C,row,medium
2019-01-14 14:01:47.800,-0.063,-1.276,-0.079,13.699333333333334,-1.7683333333333335,-5.792666666666666,C,row,medium
2019-01-14 14:01:47.900,-0.079,-1.441,-0.096,26.5855,11.799,-20.8235,C,row,medium
2019-01-14 14:01:48.000,-0.0275,-1.4555,-0.05500000000000001,42.47966666666667,-10.996,-30.0,C,row,medium
2019-01-14 14:01:48.100,0.076,-1.306,0.105,50.061,-15.4575,-36.555,C,row,medium
2019-01-14 14:01:48.200,0.124,-1.106,0.167,26.44333333333333,-12.21566666666667,-14.695,C,row,medium
2019-01-14 14:01:48.300,0.152,-0.822,0.219,15.6705,-20.4575,18.2015,C,row,medium
2019-01-14 14:01:48.400,0.041999999999999996,-0.22449999999999998,0.16449999999999998,7.195,-12.113999999999999,-12.052666666666667,C,row,medium
2019-01-14 14:01:48.500,0.107,-0.402,0.155,-8.384,11.037,-4.573,C,row,medium
2019-01-14 14:01:48.600,0.134,-0.801,0.266,-33.923,20.87366666666667,9.593666666666666,C,row,medium
2019-01-14 14:01:48.700,0.181,-1.042,0.248,-43.354,21.982,28.384,C,row,medium
2019-01-14 14:01:48.800,0.08700000000000001,-1.146,0.11449999999999999,-35.366,15.670666666666667,25.874,C,row,medium
2019-01-14 14:01:48.900,-0.068,-1.24,0.068,-12.8355,32.957,13.3535,C,row,medium
2019-01-14 14:01:49.000,0.01,-1.169,0.056,5.1626666666666665,18.435,-2.337666666666667,C,row,medium
2019-01-14 14:01:49.100,0.045,-1.067,-0.009,3.171,-21.311,0.2135000000000007,C,row,medium
2019-01-14 14:01:49.200,0.08800000000000001,-1.227,0.0005000000000000004,-3.557,-17.012,7.2763333333333335,C,row,medium
2019-01-14 14:01:49.300,-0.069,-1.602,0.021,19.177,-0.6704999999999999,-21.555,C,row,medium
2019-01-14 14:01:49.400,0.045,-1.527,-0.018,38.53633333333334,-16.341333333333335,-32.01233333333334,C,row,medium
2019-01-14 14:01:49.500,0.134,-1.375,0.027,45.2745,-30.884,-28.354,C,row,medium
2019-01-14 14:01:49.600,0.1755,-1.0145,0.20600000000000002,12.703333333333333,-32.744,-9.776333333333334,C,row,medium
2019-01-14 14:01:49.700,0.122,-0.46,0.18,0.30500000000000016,-16.9515,27.4695,C,row,medium
2019-01-14 14:01:49.800,0.056,-0.11,0.143,-0.792666666666667,-5.874,-6.687,C,row,medium
2019-01-14 14:01:49.900,0.081,-0.245,0.075,7.804499999999999,15.1525,14.4815,C,row,medium
2019-01-14 14:01:50.000,0.1545,-0.8685,0.217,-23.922666666666668,12.804666666666668,31.016000000000002,C,row,medium
2019-01-14 14:01:50.100,0.073,-1.129,0.197,-46.6155,22.2865,17.8045,C,row,medium
2019-01-14 14:01:50.200,0.066,-1.154,0.043,-33.35366666666667,13.028333333333334,24.939000000000004,C,row,medium
2019-01-14 14:01:50.300,-0.003,-1.116,0.046,-28.4455,15.0,14.573,C,row,medium
2019-01-14 14:01:50.400,-0.041,-1.183,-0.0595,-8.719666666666667,14.878,4.674666666666667,C,row,medium
2019-01-14 14:01:50.500,-0.07,-1.264,-0.077,11.7685,-6.920999999999999,-0.823,C,row,medium
2019-01-14 14:01:50.600,-0.043,-1.371,-0.047,20.955666666666666,-0.38633333333333325,-9.004333333333333,C,row,medium
2019-01-14 14:01:50.700,-0.04,-1.5,-0.086,31.433,-20.3965,-24.9085,C,row,medium
2019-01-14 14:01:50.800,0.05,-1.4540000000000002,0.0315,52.01233333333334,-29.512,-40.812999999999995,C,row,medium
2019-01-14 14:01:50.900,0.167,-1.219,0.147,42.561,-64.1765,-41.158500000000004,C,row,medium
2019-01-14 14:01:51.000,0.257,-0.787,0.237,26.667,-32.134,0.6506666666666661,C,row,medium
2019-01-14 14:01:51.100,0.106,-0.313,0.191,10.793,3.2925,-0.3965000000000001,C,row,medium
2019-01-14 14:01:51.200,0.0755,-0.1195,0.1195,8.760333333333334,12.967666666666666,3.679,C,row,medium
2019-01-14 14:01:51.300,0.155,-0.732,0.247,-34.146,25.0915,20.122,C,row,medium
2019-01-14 14:01:51.400,0.191,-1.073,0.243,-48.39433333333333,19.390666666666664,31.687,C,row,medium
2019-01-14 14:01:51.500,0.151,-1.152,0.17,-47.4695,1.0670000000000002,39.512,C,row,medium
2019-01-14 14:01:51.600,0.019,-1.1985000000000001,0.045500000000000006,-35.305,12.439,19.431,C,row,medium
2019-01-14 14:01:51.700,-0.036,-1.182,-0.011,-22.3475,12.683,11.738,C,row,medium
2019-01-14 14:01:51.800,-0.045,-1.234,-0.077,2.5813333333333333,4.979666666666667,2.1139999999999994,C,row,medium
